X Y dY
8.254448577871749 48.55546902946525 4.222391252124865
13.891490549675495 82.12129522267355 5.114054021295521
9.110593762863294 64.46361402368991 4.506558912210559
6.776348160051933 45.46450062483261 4.66928626681799
7.413034769012386 44.17341989449613 4.2521228908940545
13.993696109072282 79.6436027742622 4.011022411065312
10.556712058925978 59.925598151808764 4.013260717421392
9.241595372364575 56.46942500890607 4.978317204126486
5.10778447836675 35.40396140310125 4.9012772235556215
14.669720291503799 77.57446179921702 4.546967451267525
12.714512833993094 68.94979253333844 3.9784121238791768
12.51352927029727 68.76651654285911 4.381026176025504
14.191974409307818 84.115535552076 4.476179648064558
12.9706524867835 81.23712441181496 4.061236755041132
8.642807116390017 53.259648697413354 3.946587378109556
9.296805748216316 53.278125879615146 4.807254394757433
13.169368878210712 77.4389082560351 4.225920579169613
11.34661965300846 65.4239824024911 4.7150160977757025
8.144935043875652 54.760065477809704 4.780467830213293
14.48325521061102 84.21919385267387 4.2153835505081725
11.46448174498738 71.4217202687846 4.892832538056247
14.085343607477343 79.5718948891318 4.870783037123112
8.385506928805384 44.01586250290874 4.58644119819531
13.33956501738059 75.91591828848708 4.259678421775035
12.912917563593194 73.8905981228758 4.6906879637337395
13.687003387206211 80.54294961992521 4.944821106831101
6.110278249959124 42.02496411008306 4.1490716140246695
5.110913219668119 35.82116981291886 3.804333319100674
8.637335186816344 46.74641344674189 4.646680760651616
13.729035270893867 76.59276594155146 4.336490513551747
8.352589709877424 48.509150934733235 4.235424261407282
5.782736435587832 38.35560289713236 4.516992551657704
7.265690077018298 47.24777835787147 3.4228002621576423
11.589596262928465 70.3153267609261 4.13038434495134
11.951526209725074 68.45418092803949 5.286066687589442
12.279642402074163 70.61379159022113 4.8029809323939405
7.616495951635743 48.085238451527815 3.9187505457651626
7.1225355792256995 44.36912611683215 5.114519993849427
11.027497995573697 64.57952906379144 4.298156467273237
11.33307025711733 71.13522348228398 4.429931023257588
11.266020537187972 59.11049100295414 4.064128939029592
13.389074096058302 73.96102631567764 4.735811315770894
11.222662249748959 65.15425558409609 4.565160770811681
14.990206227932852 80.96938084000443 4.813454069128167
6.002173867722515 35.86098301990628 4.303637881081855
12.20112642972058 79.11235096294162 5.467906614484761
8.986684959369285 56.64954683312064 4.779411018358985
13.139639258849359 69.59145519786634 4.599113051479214
5.469803434049694 35.271542628778604 4.582849920495386
14.305910353529187 88.91558429168809 4.499927666418942
7.6614693138369745 49.67045886563683 4.263018674753183
7.052812732139299 44.63304309203316 4.8025666483331495
9.301288472764139 65.07276955779113 4.146584959464385
6.541188265281356 41.64773290047882 3.7924702156655536
5.488865978026867 39.76599734026445 3.2975451891166783
7.542449714857632 47.78344510301823 4.282326157529918
9.900653167540234 61.47167727841682 3.950861903007122
10.576953825655472 61.180294476636874 4.846801621016894
14.761105498967797 88.39844454456195 4.909287262145731
6.573878778492275 36.48591550578763 4.9126739268370905
8.23651947523258 47.22626117882944 4.779071130841102
9.200849046501219 57.02935122052641 4.3965263671946415
5.301095472031433 38.57710357086042 5.027372470026737
6.593609388570034 41.052728073908874 4.985882680548067
12.078340823895635 65.39630313049847 5.318787258589889
14.58623410618594 84.55268954058344 4.539012539154196
7.74954982778109 56.05057217360167 4.641578119212001
9.315753821795397 57.848561886027134 4.271946716383284
14.288693886330543 91.10294301984631 3.8703684355387007
11.639499239862513 59.683496175437064 4.843902092545374
14.888515515013996 87.18335574581648 4.508115767561762
7.163452864224535 46.248381464132095 4.219772123148493
7.050964714395285 43.16974096146613 4.009759232341981
7.267938594480745 45.86411589843852 4.698798514316154
10.411163578194886 66.48908631878754 4.194100221412313
5.6613865823073155 35.199865142508855 5.0531500695547305
12.891261433003978 71.44461454145343 4.531894312418903
11.115948925918586 67.09086776340112 5.036030500093025
9.783305594852155 66.04913032012944 3.937908036414045
5.81184450798455 36.25352130360611 4.3975718868360865
9.586544141007622 61.051479332889556 4.532355141157291
9.90236613946991 64.07733951989583 4.110603011710741
5.631600302659695 31.48334025418628 3.770872268079175
10.168956314730385 60.51443059659485 4.217294582018991
6.038576934838781 36.66912190519872 4.592432098509416
8.186720557571052 47.88922581740908 3.8802714900718747
12.412545500673112 63.45520577921432 4.916106275639619
7.143527133152286 49.09592375665904 4.068274672310017
7.692892198020019 47.31761891338222 4.22356360957319
12.524800062621058 74.96183046011464 5.098708595687453
8.733430260874753 57.45014435469127 4.619560726064876
6.421355128147877 39.99363824706608 5.264740484209185
8.585976608641587 50.146547134167605 4.378656624887153
5.707524289950382 40.795257205186246 4.350447272206157
8.238858873509711 53.8599679133624 4.519576473286767
9.5261429439606 57.99197045073447 4.594824638216558
9.697480466891596 59.55808735295499 4.1678732654393915
8.94050512240717 62.691084281745994 3.821273388692631
10.639744646892405 56.79149242896986 4.271000900359187
6.35984005762218 50.01345381912148 4.665292682746238
